price,msrp,cpu,cpuNum,ram,storage,gpu,screnSize,Resolution,os,brand,name,weight,rating,ratingLen
489,489.99,Intel 6th Generation Core i5,i5-6300U,16 gigabytes,512 gigabytes,,14 inches,1920 x 1080 (Full HD),Windows 10 Home,Dell,E7470-32391,,2.2,6
959,959.99,Intel 6th Generation Core i7,i7-6820HQ,32 gigabytes,1000 gigabytes,,17.3 inches,1920 x 1080 (Full HD),Windows 10 Pro,Dell,PRECISION 7710-32304,,3,5
679,679.99,Intel 6th Generation Core i7,6820HQ,16 gigabytes,512 gigabytes,,15.6 inches,1920 x 1080 (Full HD),Windows 10 Pro,Dell,PRECISION 7510-32297,,4.5,4
389,389.99,Intel 6th Generation Core i5,6300U,8 gigabytes,256 gigabytes,Intel HD Graphics 520,12.5 inches,1366 x 768 (HD),Windows 10 Pro,Dell,E7270-32438,2.8 pounds,4.4,5
419,419.99,Intel 6th Generation Core i5,6300U,8 gigabytes,512 gigabytes,,14 inches,1366 x 768 (HD),Windows 10 Pro,Dell,E5470-32426,,4.4,7
429,429.99,Intel 6th Generation Core i5,6300U,8 gigabytes,256 gigabytes,Intel HD Graphics 520,14 inches,1920 x 1080 (Full HD),Windows 10 Pro,Dell,E7470-32442,3.33 pounds,5,2
389,389.99,Intel 6th Generation Core i5,i5-6200U,8 gigabytes,256 gigabytes,Intel HD Graphics 520,14 inches,1366 x 768 (HD),Windows 10 Pro,Dell,E5470-32425,3.68 pounds,1,1
539,539.99,Intel 6th Generation Core i5,6200U,8 gigabytes,256 gigabytes,Intel HD Graphics 520,15.6 inches,1920 x 1080 (Full HD),Windows 10 Pro,Dell,E5570-32431,4.61 pounds,3.8,4
859,859.99,Intel 8th Generation Core i3,i3-8145U,8 gigabytes,128 gigabytes,,13.3 inches,1920 x 1080 (Full HD),,Dell,LATI3310G3VJ1,,,
679,799.99,AMD Ryzen 5 4000 Series,4500U,8 gigabytes,256 gigabytes,AMD Radeon,14 inches,1920 x 1080 (Full HD),Windows 11 Home,Dell,i7405-A388TUP-PUS,3.75 pounds,4.5,814
849,999.99,AMD Ryzen 7 4000 Series,4700U,16 gigabytes,512 gigabytes,AMD Radeon,14 inches,1920 x 1080 (Full HD),Windows 11 Home,Dell,i7405-A371TUP-PUS,3.75 pounds,4.4,495
863,1199.99,Intel 8th Generation Core i7,i7-8565U,16 gigabytes,256 gigabytes,Intel UHD Graphics,13.3 inches,3840 x 2160 (4K),Windows 10 Home,Dell,GSRF I7386-7007BLK-PUS,,2,3
779,779.99,Intel 10th Generation Core i5,1035G1,8 gigabytes,256 gigabytes,Intel UHD Graphics,14 inches,1920 x 1080 (Full HD),Windows 10 Home,Dell,I5400-5197GRY-PUS,5.82 pounds,3.7,6
889,889.99,Intel 10th Generation Core i7,1065G7,8 gigabytes,256 gigabytes,Intel Iris Plus Graphics,14 inches,1920 x 1080 (Full HD),Windows 10 Home,Dell,I5400-7203GRY-PUS,5.82 pounds,4.6,14
937,969.99,Intel 8th Generation Core i5,8265U,8 gigabytes,256 gigabytes,Intel UHD Graphics,13.3 inches,1366 x 768 (HD),Windows 10 Pro,Dell,CWKRT,3.52 pounds,,
1059,1059.99,Intel 8th Generation Core i5,8365U,8 gigabytes,256 gigabytes,Intel UHD Graphics 620,13.3 inches,1920 x 1080 (Full HD),Windows 10 Pro,Dell,DJT6M,3.42 pounds,,
1799,1799.99,Intel 7th Generation Core i7,i7-7Y75,16 gigabytes,512 gigabytes,,13.3 inches,3200 x 1800 (quad HD+),Windows 10 Home,Dell,GSRF XPS9365-7002SLV-PUS,,,
249,249.99,Intel Celeron,N4020,4 gigabytes,16 gigabytes,Other,11.6 inches,1366 x 768 (HD),Chrome OS,Dell,0JWC5,2.84 pounds,,
1997,2349.99,Intel 10th Generation Core i7,10750H,16 gigabytes,512 gigabytes,NVIDIA GeForce GTX 1650 Ti,15.6 inches,3840 x 2400,Windows 11 Home,Dell,XPS9500-7040WHT-PUS,4.52 pounds,4.7,73
1799,1799.99,Intel 10th Generation Core i7,10750H,16 gigabytes,256 gigabytes,NVIDIA GeForce GTX 1650 Ti,15.6 inches,1920 x 1200 (WUXGA),Windows 11 Home,Dell,XPS9500-7583SLV-PUS,4.52 pounds,4.3,106
899,899.99,Intel 10th Generation Core i7,1065G7,12 gigabytes,512 gigabytes,Intel Iris Plus Graphics,14 inches,1920 x 1080 (Full HD),Windows 10 Home,Dell,i5400-7128GRY-PUS,3.39 pounds,4,7
170,199,Intel Celeron,N3060,4 gigabytes,16 gigabytes,,11.6 inches,1366 x 768 (HD),Chrome OS,Dell,GSRF C3181-C871BLK-PUS,,,
999,999.99,Intel 8th Generation Core i5,8265U,8 gigabytes,128 gigabytes,Intel UHD Graphics,13.3 inches,1920 x 1080 (Full HD),Windows 10 Pro,Dell,NX30M,3.42 pounds,,
949,949.99,Intel 11th Generation Core i5 Evo Platform,1135G7,8 gigabytes,512 gigabytes,Intel Iris Xe Graphics,13.3 inches,1920 x 1080 (Full HD),Windows 11 Home,Dell,i7306-5934SLV-PUS,2.71 pounds,4.3,722
1379,1379.99,Intel 11th Generation Core i7,1165G7,16 gigabytes,512 gigabytes,NVIDIA GeForce MX350,17 inches,2560 x 1600,Windows 11 Home,Dell,i7706-7814SLV-PUS,4.94 pounds,4.4,1271
1079,1079.99,Intel 11th Generation Core i7,1165G7,8 gigabytes,256 gigabytes,Intel Iris Xe Graphics,17 inches,2560 x 1600,Windows 11 Home,Dell,i7706-7821SLV-PUS,4.94 pounds,4.4,387
1189,1399.99,Intel 11th Generation Core i7 Evo Platform,1165G7,16 gigabytes,512 gigabytes,Intel Iris Xe Graphics,13.3 inches,3840 x 2160 (4K),Windows 11 Home,Dell,i7306-7941BLK-PUS,2.8 pounds,4.3,472
1199,1199.99,Intel 11th Generation Core i7,1165G7,16 gigabytes,512 gigabytes,Intel Iris Xe Graphics,15.6 inches,1920 x 1080 (Full HD),Windows 11 Home,Dell,i7506-7807SLV-PUS,3.93 pounds,4.4,577
849,999.99,Intel 11th Generation Core i5,1135G7,12 gigabytes,512 gigabytes,Intel Iris Xe Graphics,15.6 inches,1920 x 1080 (Full HD),Windows 11 Home,Dell,i7506-5791SLV-PUS,3.93 pounds,4.4,1273
1629,1629.99,Intel 11th Generation Core i7,1165G7,16 gigabytes,1000 gigabytes,Intel Iris Xe MAX,15.6 inches,3840 x 2160 (4K),Windows 11 Home,Dell,i7506-7784BLK-PUS,4.21 pounds,3.9,839
999,999.99,Intel 10th Generation Core i7,10510U,8 gigabytes,512 gigabytes,Intel UHD Graphics,14 inches,1920 x 1080 (Full HD),Windows 11 Home,Dell,i7490-7842SLV-PUS,2.41 pounds,4.4,283
729,729.99,AMD Ryzen 7 3000 Series,3700U,12 gigabytes,512 gigabytes,AMD Radeon Vega 8,15.6 inches,1366 x 768 (HD),Windows 10 Home,Dell,i3505-A443BLK-PUS,4.04 pounds,4.7,22
1599,1599.99,Intel 11th Generation Core i7 Evo Platform,1165G7,8 gigabytes,256 gigabytes,Intel Iris Xe Graphics,13.4 inches,1920 x 1200 (WUXGA),Windows 11 Home,Dell,,2.9 pounds,4.5,40
629,629.99,Intel 6th Generation Core i7,6600U,16 gigabytes,512 gigabytes,Intel HD Graphics 620,14 inches,1920 x 1080 (Full HD),Windows 10 Pro,Dell,BB5-32869,3.32 pounds,4.1,7
769,769.99,Intel 8th Generation Core i5,8350U,16 gigabytes,512.0 gigabytes,Intel UHD Graphics 620,15.6 inches,1920 x 1080 (Full HD),Windows 10 Pro,Dell,BB5-32732,2.4 pounds,5,1
429,429.99,Intel 6th Generation Core i5,6300U,16 gigabytes,256 gigabytes,Intel HD Graphics 520,12.5 inches,1280 x 720,Windows 10 Pro,Dell,BB5-32867,2.8 pounds,4.3,3
578,578.99,Intel 6th Generation Core i5,6300U,16 gigabytes,512 gigabytes,Intel HD Graphics 520,15.6 inches,1366 x 768 (HD),Windows 10 Pro,Dell,BB5-32865,4.19 pounds,3,8
469,469.99,Intel 6th Generation Core i5,6300U,16 gigabytes,256 gigabytes,Intel HD Graphics 520,14 inches,1366 x 768 (HD),Windows 10 Pro,Dell,BB5-32868,3.32 pounds,,
469,469.99,Intel 6th Generation Core i5,6300U,16 gigabytes,512 gigabytes,Intel HD Graphics 520,14 inches,1366 x 768 (HD),Windows 10 Pro,Dell,BB5-31852,3.68 pounds,5,2
549,549.99,Intel 6th Generation Core i5,6300U,16 gigabytes,256 gigabytes,Intel HD Graphics 520,15.6 inches,1366 x 768 (HD),Windows 10 Pro,Dell,BB5-32866,4.61 pounds,5,1
450,529.99,AMD Ryzen 5 3000 Series,3450U,8 gigabytes,256 gigabytes,AMD Radeon Vega 8,15.6 inches,1920 x 1080 (Full HD),Windows 11 Home in S Mode,Dell,i3505-A542BLK-PUS,4.04 pounds,4.5,635
509,599.99,Intel 10th Generation Core i5,1035G1,12 gigabytes,256 gigabytes,Intel UHD Graphics,15.6 inches,1920 x 1080 (Full HD),Windows 11 Home in S Mode,Dell,i3501-5580BLK-PUS,3.93 pounds,4.6,459
1859,1859.99,Intel 11th Generation Core i5,Processor Model Number - 1145G7,16 gigabytes,512 gigabytes,Intel Iris Xe Graphics,14 inches,1920 x 1080 (Full HD),Windows 10 Pro,Dell,2T9RC,3.09 pounds,,
1949,1949.99,Intel 11th Generation Core i7,1185G7,16 gigabytes,256 gigabytes,Other,13.3 inches,1920 x 1080 (Full HD),Windows 10 Pro,Dell,C7JXK,2.91 pounds,,
1671,1819.99,Intel 11th Generation Core i7,1185G7,8 gigabytes,256 gigabytes,Intel Iris Xe Graphics,14 inches,1920 x 1080 (Full HD),Windows 10 Pro,Dell,V1YFV,3.09 pounds,5,1
1289,1289.99,Intel 11th Generation Core i5,Processor Model Number - 1145G7,8 gigabytes,256 gigabytes,Intel Iris Xe Graphics,14 inches,1366 x 768 (HD),Windows 10 Pro,Dell,293RP,3.09 pounds,,
2069,2069.99,Intel 11th Generation Core i7,1185G7,16 gigabytes,512 gigabytes,Intel Iris Xe Graphics,14 inches,1920 x 1080 (Full HD),Windows 10 Pro,Dell,1V918,2.69 pounds,,
1959,1959.99,Intel 11th Generation Core i5,i5-1145G7,16 gigabytes,256 gigabytes,Intel Iris Xe Graphics,14 inches,1920 x 1080 (Full HD),Windows 10 Pro,Dell,JKKHM,3 pounds,,
1789,1789.99,Intel 11th Generation Core i5,1145G7,16 gigabytes,256 gigabytes,Intel Iris Xe Graphics,14 inches,1920 x 1080 (Full HD),Windows 10 Pro,Dell,XVW8Y,2.69 pounds,,
1499,1579.99,Intel 11th Generation Core i5,Processor Model Number - 1145G7,8 gigabytes,256 gigabytes,Intel Iris Xe Graphics,14 inches,1920 x 1080 (Full HD),Windows 10 Pro,Dell,8RDC4,3.09 pounds,,
1929,1929.99,Intel 11th Generation Core i7,1185G7,16 gigabytes,512 gigabytes,Intel Iris Xe Graphics,14 inches,1920 x 1080 (Full HD),Windows 10 Pro,Dell,DY0HX,3.09 pounds,3,1
2104,2119.99,Intel 11th Generation Core i7,i7-1185G7,16 gigabytes,256 gigabytes,Intel Iris Xe Graphics,14 inches,1920 x 1080 (Full HD),Windows 10 Pro,Dell,77TH8,2.89 pounds,,
2069,2069.99,Intel 11th Generation Core i7,1185G7,16 gigabytes,256 gigabytes,Intel Iris Xe Graphics,14 inches,1920 x 1080 (Full HD),Windows 10 Pro,Dell,D8NF4,2.69 pounds,,
555,555.99,Intel 7th Generation Core i5,7300U,16 gigabytes,512 gigabytes,Intel HD Graphics 620,14 inches,1920 x 1080 (Full HD),Windows 10 Pro,Dell,5490,3.52 pounds,4.2,5
629,629.99,Intel 6th Generation Core i7,6600U,16 gigabytes,512 gigabytes,Intel HD Graphics 620,14 inches,1920 x 1080 (Full HD),Windows 10 Pro,Dell,7480,3.0 pounds,4.8,14
399,399.99,Intel 6th Generation Core i5,6200U,8 gigabytes,512 gigabytes,Intel HD Graphics 520,14 inches,1366 x 768 (HD),Windows 10 Pro,Dell,5480,3.52 pounds,5,3
649,649.99,Intel 8th Generation Core i7,8650U,16 gigabytes,512 gigabytes,Intel UHD Graphics 620,13.3 inches,1920 x 1080 (Full HD),Windows 10 Pro,Dell,7390,2.58 pounds,5,2
679,679.99,Intel 6th Generation Core i7,6600U,16 gigabytes,512 gigabytes,Intel HD Graphics 530,15.6 inches,1920 x 1080 (Full HD),Windows 10 Pro,Dell,E5570,4.61 pounds,,
599,599.99,Intel 8th Generation Core i7,8650U,16 gigabytes,512 gigabytes,Intel UHD Graphics 620,12.5 inches,1366 x 768 (HD),Windows 10 Pro,Dell,7290,3.09 pounds,5,3
689,689.99,Intel 8th Generation Core i5,i5-8250U,16 gigabytes,512 gigabytes,Intel UHD Graphics 620,14 inches,1920 x 1080 (Full HD),Windows 10 Pro,Dell,7490,3.9 pounds,,
579,579.99,Intel 6th Generation Core i7,i7-6600U,16 gigabytes,512 gigabytes,Intel HD Graphics 620,12.5 inches,1366 x 768 (HD),Windows 10 Pro,Dell,7280,2.6 pounds,5,2
389,389.99,Intel 6th Generation Core i5,6200U,8 gigabytes,512 gigabytes,Intel HD Graphics 520,12.5 inches,1366 x 768 (HD),Windows 10 Pro,Dell,7280,2.6 pounds,5,1
839,839.99,Intel 8th Generation Core i7,i7-8650U,16 gigabytes,512 gigabytes,Intel UHD Graphics 620,14 inches,1920 x 1080 (Full HD),Windows 10 Pro,Dell,7490,3.9 pounds,5,1
509,509.99,Intel 6th Generation Core i5,6300U,16 gigabytes,512 gigabytes,Intel HD Graphics 620,14 inches,1920 x 1080 (Full HD),Windows 10 Pro,Dell,7480,3.0 pounds,3,1
469,469.99,Intel 6th Generation Core i5,i5-6440HQ,16 gigabytes,512 gigabytes,Intel HD Graphics 530,14 inches,1366 x 768 (HD),Windows 10 Pro,Dell,5480,3.52 pounds,4.2,9
499,499.99,Intel 7th Generation Core i5,7300U,8 gigabytes,512 gigabytes,Intel HD Graphics 620,14 inches,1920 x 1080 (Full HD),Windows 10 Pro,Dell,5490,3.52 pounds,,
1049,1049.99,Intel 11th Generation Core i7,1195G7,16 gigabytes,512 gigabytes,Intel Iris Xe Graphics,14 inches,1920 x 1080 (Full HD),Windows 11 Home,Dell,i5410-7026SLV-PUS,3.64 pounds,4.6,288
599,849.99,Intel 11th Generation Core i5,1155G7,8 gigabytes,512 gigabytes,Intel Iris Xe Graphics,14 inches,1920 x 1080 (Full HD),Windows 11 Home,Dell,i5410-5149SLV-PUS,,4.6,276
849,999.99,AMD Ryzen 7 5000 Series,5700U,16 gigabytes,512 gigabytes,AMD Radeon,14 inches,1920 x 1080 (Full HD),Windows 11 Home,Dell,i7415-A920BLU-PUS,3.31 pounds,4.6,410
599,799.99,AMD Ryzen 5 5000 Series,5500U,8 gigabytes,256 gigabytes,AMD Radeon,14 inches,1920 x 1080 (Full HD),Windows 11 Home,Dell,i7415-A906BLU-PUS,3.31 pounds,4.6,675
1819,1819.99,Intel 11th Generation Core i7,1185G7,16 gigabytes,256 gigabytes,Other,13.3 inches,1920 x 1080 (Full HD),Windows 10 Pro,Dell,WTJW5,2.65 pounds,,
1599,1899.99,Intel 11th Generation Core i7,11800H,16 gigabytes,512 gigabytes,NVIDIA GeForce RTX 3050 Ti,15.6 inches,1920 x 1200 (WUXGA),Windows 11 Home,Dell,XPS9510-7982SLV-PUS,4.52 pounds,4.4,213
2099,2399.99,Intel 11th Generation Core i7,11800H,16 gigabytes,1000 gigabytes,NVIDIA GeForce RTX 3050 Ti,15.6 inches,3456 x 2160,Windows 11 Home,Dell,XPS9510-7309WHT-PUS,4.52 pounds,4.3,185
2599,2599.99,Intel 11th Generation Core i9,11900H,32 gigabytes,1000 gigabytes,NVIDIA GeForce RTX 3050 Ti,15.6 inches,3456 x 2160,Windows 11 Home,Dell,XPS9510-9019SLV-PUS,4.52 pounds,4.3,19
494,549.99,Intel 11th Generation Core i3,1115G4,8 gigabytes,256 gigabytes,Intel UHD Graphics,14 inches,1366 x 768 (HD),Windows 10 Home in S mode,Dell,i5406-3661SLV-PUS,3.58 pounds,4.3,99
639,639.99,Intel 11th Generation Core i3,i3-1115G4,4 gigabytes,500 gigabytes,Intel UHD Graphics,15.6 inches,1366 x 768 (HD),Windows 10 Pro,Dell,XK86T,3.95 pounds,1,1
939,939.99,Intel 11th Generation Core i5,1145G7,8 gigabytes,256 gigabytes,Other,14 inches,1920 x 1080 (Full HD),Windows 10 Pro,Dell,P1C3F,3.35 pounds,5,1
709,709.99,Intel 11th Generation Core i5,1135G7,8 gigabytes,500 gigabytes,Other,14 inches,1366 x 768 (HD),Windows 10 Pro,Dell,G5PFR,3.35 pounds,,
759,759.99,Intel 11th Generation Core i5,1135G7,8 gigabytes,500 gigabytes,Other,15.6 inches,1366 x 768 (HD),Windows 10 Pro,Dell,51RYJ,3.95 pounds,1.5,2
859,859.99,Intel 11th Generation Core i5,1135G7,8 gigabytes,256 gigabytes,Other,14 inches,1366 x 768 (HD),Windows 10 Pro,Dell,Y2YWR,3.35 pounds,4.7,3
889,889.99,Intel 11th Generation Core i5,1135G7,8 gigabytes,256 gigabytes,Other,15.6 inches,1920 x 1080 (Full HD),Windows 10 Pro,Dell,6T5NY,3.95 pounds,5,1
2949,2949.99,Intel 11th Generation Core i7,11800H,16 gigabytes,1000 gigabytes,NVIDIA GeForce RTX 3060,17 inches,3840 x 2400,Windows 11 Home,Dell,XPS9710-7484SLV-PUS,5.53 pounds,4.7,45
899,899.99,Intel 10th Generation Core i5,1155G7,8 gigabytes,512 gigabytes,Intel Iris Xe Graphics,14 inches,1920 x 1080 (Full HD),Windows 10 Home,Dell,i5410-5149SLV-PUS,,,
1099,1099.99,Intel 11th Generation Core i7,1195G7,16 gigabytes,512 gigabytes,Intel Iris Xe Graphics,14 inches,1920 x 1080 (Full HD),Windows 10 Home,Dell,i5410-7026SLV-PUS,,,
424,499.99,Intel 11th Generation Core i3,1115G4,8 gigabytes,256 gigabytes,Intel UHD Graphics,15.6 inches,1920 x 1080 (Full HD),Windows 11 Home in S Mode,Dell,i3501-3692BLK-PUS,5.07 pounds,4.4,230
3409,3409.99,Intel 11th Generation Core i7,11850H,32 gigabytes,512 gigabytes,Other,17.3 inches,1920 x 1080 (Full HD),Windows 10 Pro,Dell,GKDVJ,6.64 pounds,5,1
529,529.99,Intel Pentium,N6000,4 gigabytes,128 gigabytes,Intel UHD Graphics,11.6 inches,1366 x 768 (HD),Windows 10 Pro,Dell,CFY0V,2.95 pounds,,
2299,2299.99,Intel 11th Generation Core i5,11500H,16 gigabytes,512 gigabytes,Intel UHD Graphics,17 inches,1920 x 1200 (WUXGA),Windows 10 Pro,Dell,284MJ,5.58 pounds,,
2949,2949.99,Intel 11th Generation Core i7,11850H,32 gigabytes,512 gigabytes,NVIDIA RTX A2000,17 inches,1920 x 1200 (WUXGA),Windows 10 Pro,Dell,F7KVC,5.58 pounds,3,2
2999,2999.99,Intel 11th Generation Core i7,11850H,32 gigabytes,512 gigabytes,NVIDIA RTX A3000,17 inches,1920 x 1200 (WUXGA),Windows 10 Pro,Dell,KJ37C,5.58 pounds,,
1999,1999.99,Intel 11th Generation Core i5,11500H,8 gigabytes,256 gigabytes,Intel UHD Graphics,17.3 inches,1920 x 1080 (Full HD),Windows 10 Pro,Dell,D5W90,6.64 pounds,,
244,244.99,Intel Celeron,N4020,4 gigabytes,16 gigabytes,Intel UHD Graphics 600,11.6 inches,1366 x 768 (HD),Chrome OS,Dell,5783K,2.84 pounds,1,2
3999,3999.99,Intel 11th Generation Core i7,11850H,64 gigabytes,512 gigabytes,NVIDIA RTX A4000,17.3 inches,1920 x 1080 (Full HD),Windows 10 Pro,Dell,7JRPT,6.64 pounds,,
424,424.99,Intel Celeron,N4020,4 gigabytes,32 gigabytes,Other,11.6 inches,1366 x 768 (HD),Chrome OS,Dell,T718V,3.11 pounds,,
2579,2579.99,Intel 11th Generation Core i7,11850H,16 gigabytes,512 gigabytes,NVIDIA T1200,15.6 inches,1920 x 1080 (Full HD),Windows 10 Pro,Dell,NRP6C,5.4 pounds,,
1649,1649.99,Intel 11th Generation Core i5,1145G7,8 gigabytes,256 gigabytes,Other,14 inches,1920 x 1080 (Full HD),Windows 10 Pro,Dell,G35T6,4.85 pounds,,
1492,1589.99,Intel 11th Generation Core i5,i5-1135G7,8 gigabytes,256 gigabytes,Other,13.3 inches,1920 x 1080 (Full HD),Windows 10 Pro,Dell,F6R2G,2.91 pounds,,
1949,1949.99,Intel 11th Generation Core i7,i7-1185G7,16 gigabytes,512 gigabytes,Intel Iris Xe Graphics,13.4 inches,3456 x 2160,Windows 11 Home,Dell,XPS9310-7412WHT-PUS/7439WHT-PU,,,
254,254.99,Intel Celeron,N4020,4 gigabytes,16 gigabytes,Other,11.6 inches,1366 x 768 (HD),Chrome OS,Dell,VKP06,2.84 pounds,,
799,799.99,Intel 10th Generation Core i5,10210U,8 gigabytes,256 gigabytes,Intel UHD Graphics,15.6 inches,1920 x 1080 (Full HD),Windows 10 Home,Dell,i7501-5781SLV-PUS,3.86 pounds,4.5,46
1549,1549.99,Intel 11th Generation Core i5,11400H,8 gigabytes,256 gigabytes,Intel UHD Graphics,14 inches,1920 x 1080 (Full HD),Windows 10 Pro,Dell,2DVJM,3.28 pounds,,
799,799.99,Intel 11th Generation Core i5,1135G7,8 gigabytes,256 gigabytes,Intel Iris Xe Graphics,14 inches,1920 x 1080 (Full HD),Windows 10 Home,Dell,i5410-5265SLV-SUS,3.43 pounds,4.5,26
999,999.99,Intel 11th Generation Core i7,1165G7,12 gigabytes,512 gigabytes,Intel Iris Xe Graphics,14 inches,1920 x 1080 (Full HD),Windows 10 Home,Dell,i5410-7004SLV-SUS,3.43 pounds,4.4,20
799,999.99,Intel 11th Generation Core i7,1195G7,8 gigabytes,512 gigabytes,Intel Iris Xe Graphics,14 inches,1920 x 1080 (Full HD),Windows 11 Home,Dell,BBY-5VGNXFX,3.31 pounds,4.5,2
849,849.99,Intel 11th Generation Core i5,1155G7,8 gigabytes,256 gigabytes,Intel Iris Xe Graphics,14 inches,1920 x 1080 (Full HD),Windows 11 Home,Dell,BBY-77XVMFX,3.31 pounds,4.7,3
679,779.99,Intel 11th Generation Core i5,11320H,8 gigabytes,512 gigabytes,Intel Iris Xe Graphics,15.6 inches,1920 x 1080 (Full HD),Windows 11 Home,Dell,BBY-PNDJ7FX,3.6 pounds,5,2
1929,1929.99,Intel 11th Generation Core i5,11500H,16 gigabytes,256 gigabytes,Intel UHD Graphics,14 inches,1920 x 1080 (Full HD),Windows 10 Pro,Dell,H2RHH,3.28 pounds,,
939,939.99,Intel 10th Generation Core i5,10210U,8.0 gigabytes,256.0 gigabytes,NVIDIA Quadro M1000M,15.6 inches,1366 x 768 (HD),Windows 10 Pro,Dell,5510,4.6 pounds,,
1099,1099.99,Intel 10th Generation Core i5,10310U,16.0 gigabytes,1000.0 gigabytes,Intel HD Graphics 530,15.6 inches,1366 x 768 (HD),Windows 10 Pro,Dell,5510,3.93 pounds,,
559,559.99,Intel 7th Generation Core i5,7300U,16.0 gigabytes,512.0 gigabytes,Intel HD Graphics 620,14.0 inches,1366 x 768 (HD),Windows 10 Pro,Dell,7480,3.01 pounds,,
1059,1059.99,Intel 10th Generation Core i5,10210U,16.0 gigabytes,512.0 gigabytes,Intel HD Graphics 530,15.6 inches,1366 x 768 (HD),Windows 10 Pro,Dell,5510,3.93 pounds,,
1179,1179.99,Intel 10th Generation Core i5,10310U,32.0 gigabytes,1000.0 gigabytes,Intel HD Graphics 530,15.6 inches,1366 x 768 (HD),Windows 10 Pro,Dell,5510,3.93 pounds,,
1149,1149.99,Intel 10th Generation Core i5,10310U,32.0 gigabytes,512.0 gigabytes,Intel HD Graphics 530,15.6 inches,1366 x 768 (HD),Windows 10 Pro,Dell,5510,3.93 pounds,,
609,609.99,Intel 7th Generation Core i5,7300U,16.0 gigabytes,1000.0 gigabytes,Intel HD Graphics 620,14.0 inches,1366 x 768 (HD),Windows 10 Pro,Dell,7480,3.01 pounds,,
1069,1069.99,Intel 10th Generation Core i5,10210U,8.0 gigabytes,1000.0 gigabytes,Intel HD Graphics 530,15.6 inches,1366 x 768 (HD),Windows 10 Pro,Dell,5510,3.93 pounds,,
1140,1629.99,Intel 11th Generation Core i7,i7-1165G7,16 gigabytes,1000 gigabytes,Intel Iris Xe MAX,15.6 inches,3840 x 2160 (4K),Windows 11 Home,Dell,GSRF i7506-7784BLK-PUS,4.21 pounds,,
599,799.99,AMD Ryzen 5 5000 Series,5500U,8 gigabytes,256 gigabytes,AMD Radeon,14 inches,1920 x 1080 (Full HD),Windows 11 Home,Dell,BBY-2N9N1FX,3.43 pounds,5,1
1949,1949.99,Intel 11th Generation Core i5,i5-1145G7,16 gigabytes,512 gigabytes,Other,14 inches,1920 x 1080 (Full HD),Windows 10 Pro,Dell,8XC9J,2.69 pounds,,
1449,1449.99,Intel 11th Generation Core i5,1135G7,8 gigabytes,256 gigabytes,Other,14 inches,1920 x 1080 (Full HD),Windows 10 Pro,Dell,NKFWR,3.02 pounds,,
1699,1699.99,Intel 11th Generation Core i5,1145G7,16 gigabytes,256 gigabytes,Other,15.6 inches,1920 x 1080 (Full HD),Windows 10 Pro,Dell,V6C7M,3.51 pounds,,
1919,1919.99,Intel 11th Generation Core i7,1165G7,16 gigabytes,512 gigabytes,Other,14 inches,1920 x 1080 (Full HD),Windows 10 Pro,Dell,42CFC,2.7 pounds,,
489,599.99,Intel 10th Generation Core i5,1035G1,8 gigabytes,256 gigabytes,Intel UHD Graphics,15.6 inches,1920 x 1080 (Full HD),Windows 11 Home in S Mode,Dell,i3511-5174BLK-PUS,3.82 pounds,4.5,51
1749,1749.99,Intel 11th Generation Core i5,1145G7,16 gigabytes,256 gigabytes,Other,14 inches,1920 x 1080 (Full HD),Windows 10 Pro,Dell,C6RNK,2.69 pounds,,
1679,1679.99,Intel 11th Generation Core i7,1165G7,8 gigabytes,256 gigabytes,Other,15.6 inches,1920 x 1080 (Full HD),Windows 10 Pro,Dell,DX4G7,3.51 pounds,,
919,919.99,Intel 11th Generation Core i5,1135G7,8 gigabytes,256 gigabytes,Other,15.6 inches,1920 x 1080 (Full HD),Windows 10 Pro,Dell,4R6NG,3.95 pounds,,
2569,2569.99,Intel 11th Generation Core i7,1185G7,16 gigabytes,512 gigabytes,Other,15 inches,1920 x 1080 (Full HD),Windows 10 Pro,Dell,MPNKW,3.31 pounds,,
929,929.99,Intel 11th Generation Core i5,1135G7,8 gigabytes,256 gigabytes,Other,14 inches,1920 x 1080 (Full HD),Windows 10 Pro,Dell,R216T,3.35 pounds,,
1909,1909.99,Intel 11th Generation Core i7,1185G7,16 gigabytes,256 gigabytes,Other,14 inches,1920 x 1080 (Full HD),Windows 10 Pro,Dell,56G7X,3.02 pounds,,
979,979.99,Intel 11th Generation Core i5,1145G7,8 gigabytes,256 gigabytes,Other,15.6 inches,1920 x 1080 (Full HD),Windows 10 Pro,Dell,VK416,3.95 pounds,,
799,799.99,AMD Ryzen 5 5000 Series,5625U,8 gigabytes,512 gigabytes,AMD Radeon,14 inches,1920 x 1200 (WUXGA),Windows 11 Home,Dell,i7425-A242PBL-PUS,3.61 pounds,,
999,999.99,AMD Ryzen 7 5000 Series,5825U,16 gigabytes,512 gigabytes,AMD Radeon,14 inches,1920 x 1200 (WUXGA),Windows 11 Home,Dell,i7425-A266PBL-PUS,3.61 pounds,,
859,859.99,Intel 11th Generation Core i5,1135G7,8 gigabytes,256 gigabytes,Other,15.6 inches,1366 x 768 (HD),Windows 10 Pro,Dell,YM877,3.95 pounds,,
