price,msrp,cpu,cpuNum,ram,storage,gpu,screnSize,Resolution,os,brand,name,weight,rating,ratingLen
1389,1389,Intel 11th Generation Core i7,1165G7,16 gigabytes,1000 gigabytes,Other,15.6 inches,1920 x 1080 (Full HD),Windows 11 Home,Lenovo,82BJ007RUS,4.19 pounds,,
649,869,AMD Ryzen 5 5000 Series,5500U,8 gigabytes,512 gigabytes,Other,13.3 inches,1920 x 1080 (Full HD),Windows 11 Home,Lenovo,82ND006WUS,2.91 pounds,,
1449,1449.99,AMD Ryzen 5 5000 Series,5650U,16 gigabytes,256 gigabytes,AMD Radeon,14 inches,1920 x 1080 (Full HD),Windows 10 Pro,Lenovo,21A0001MUS,3.41 pounds,,
1689,1689.99,AMD Ryzen 7 5000 Series,5850U,16 gigabytes,512 gigabytes,AMD Radeon,14 inches,1920 x 1080 (Full HD),Windows 10 Pro,Lenovo,21A0003PUS,3.41 pounds,,
1799,1799.99,Intel 11th Generation Core i5,11400H,8 gigabytes,512 gigabytes,Other,15.6 inches,1920 x 1080 (Full HD),Windows 10 Pro,Lenovo,21A9002VUS,4.58 pounds,,
2449,2449.99,Intel 11th Generation Core i7,11850H,8 gigabytes,512 gigabytes,NVIDIA Quadro T1000,17.3 inches,1920 x 1080 (Full HD),Windows 10 Pro,Lenovo,20YU001LUS,8.09 pounds,,
779,779.99,AMD Ryzen 5 5000 Series,5500U,8 gigabytes,256 gigabytes,AMD Radeon,15.6 inches,1920 x 1080 (Full HD),Windows 10 Pro,Lenovo,20YG00A9US,3.75 pounds,,
399,399.99,AMD Athlon Silver 3000 Series,Athlon Silver 3050e,4 gigabytes,128 gigabytes,AMD Radeon,11.6 inches,1920 x 1080 (Full HD),Windows 10 Home in S mode,Lenovo,82G4002MUS,2.65 pounds,,
499,499.99,Intel 11th Generation Core i3,1115G4,8 gigabytes,256 gigabytes,Intel UHD Graphics,15.6 inches,1366 x 768 (HD),Windows 11 Home in S Mode,Lenovo,81X800KLUS,4.07 pounds,4.8,34
139,139,Intel Celeron,N4020,4 gigabytes,64 gigabytes,Intel UHD Graphics 600,11.6 inches,1366 x 768 (HD),Chrome OS,Lenovo,82BA001FUS,2.4200000000000004 pounds,,
179,179,MediaTek,Mediatek MT8183,4 gigabytes,64 gigabytes,Other,11.6 inches,1366 x 768 (HD),Chrome OS,Lenovo,82KM0003US,2.64 pounds,,
429,429,Intel Celeron,N4500,4 gigabytes,64 gigabytes,Intel UHD Graphics,15.6 inches,1920 x 1080 (Full HD),Chrome OS,Lenovo,82T3000DUS,4.18 pounds,,
1759,1759.99,Intel 11th Generation Core i5,1145G7,16 gigabytes,512 gigabytes,Intel Iris Xe Graphics,15.6 inches,1920 x 1080 (Full HD),Windows 10 Pro,Lenovo,20W400K3US,4.02 pounds,,
2349,2349.99,Intel 11th Generation Core i7,11800H,16 gigabytes,512 gigabytes,NVIDIA Quadro T1000,16 inches,2560 x 1600,Windows 10 Pro,Lenovo,20Y4S2NG00,3.99 pounds,,
2129,2129.99,Intel 11th Generation Core i7,Intel Core i7-1185G7,16 gigabytes,512 gigabytes,NVIDIA Quadro T500,15.6 inches,1920 x 1080 (Full HD),Windows 10 Pro,Lenovo,20W600EHUS,3.86 pounds,,
899,899.99,AMD Ryzen 7 5000 Series,5700U,8 gigabytes,256 gigabytes,AMD Radeon,14 inches,1920 x 1080 (Full HD),Windows 10 Pro,Lenovo,20Y70039US,3.73 pounds,,
959,959.99,AMD Ryzen 7 5000 Series,5700U,8 gigabytes,256 gigabytes,AMD Radeon,14 inches,1920 x 1080 (Full HD),Windows 10 Pro,Lenovo,20Y7003AUS,3.73 pounds,,
1029,1029.99,AMD Ryzen 7 5000 Series,5700U,8 gigabytes,512 gigabytes,AMD Radeon,14 inches,1920 x 1080 (Full HD),Windows 10 Pro,Lenovo,20Y7003BUS,3.73 pounds,,
789,789.99,AMD Ryzen 5 5000 Series,5500U,8 gigabytes,256 gigabytes,AMD Radeon,15.6 inches,1920 x 1080 (Full HD),Windows 10 Pro,Lenovo,20YG000EUS,3.75 pounds,,
1059,1059.99,AMD Ryzen 7 5000 Series,5700U,8 gigabytes,512 gigabytes,AMD Radeon,15.6 inches,1920 x 1080 (Full HD),Windows 10 Pro,Lenovo,20YG0033US,3.75 pounds,,
1699,1699.99,Intel 8th Generation Core i7,i7-8565U,16 gigabytes,512 gigabytes,,17 inches,2560 x 1600,Windows 10 Home,LG,GSFR 17Z990-R.AAS8U1,,,
1999,1999.99,Intel 8th Generation Core i7,i7-8550U,16 gigabytes,1024 gigabytes,,15.6 inches,1920 x 1080 (Full HD),Windows 10 Home,LG,GSFR 15Z980-R.AAS9U1,,,
1099,1099.99,Intel 10th Generation Core i5,1035G7,8 gigabytes,256 gigabytes,Intel Iris Plus Graphics,14 inches,1920 x 1080 (Full HD),Windows 11 Home,LG,14Z90N-U.ARW5U1,2.2 pounds,4.1,16
1999,1999.99,Intel 10th Generation Core i7,1065G7,16 gigabytes,1024 gigabytes,Intel Iris Plus Graphics,15.6 inches,1920 x 1080 (Full HD),Windows 11 Home,LG,15Z90N-R.AAS9U1,2.5 pounds,4.9,19
2099,2099.99,Intel 11th Generation Core i7,1165G7,16 gigabytes,2000 gigabytes,Intel Iris Xe Graphics,17 inches,2560 x 1600,Windows 11 Home,LG,17Z95N-G.AAS9U1,2.98 pounds,4.3,8
1629,1699.99,Intel 11th Generation Core i7,1165G7,16 gigabytes,1000 gigabytes,Intel Iris Xe Graphics,16 inches,2560 x 1600,Windows 11 Home,LG,16Z90P-K.AAS8U1,2.6 pounds,4.4,11
1615,1699.99,Intel 11th Generation Core i7,1165G7,16 gigabytes,1000 gigabytes,Intel Iris Xe Graphics,16 inches,2560 x 1600,Windows 11 Home,LG,16Z90P-K.AAB8U1,2.6 pounds,4.4,11
1786,1999.99,Intel 11th Generation Core i7,1165G7,16 gigabytes,2000 gigabytes,Intel Iris Xe Graphics,16 inches,2560 x 1600,Windows 11 Home,LG,16T90P-K.ADS9U1,3.3 pounds,4.2,14
1699,1699.99,Intel 11th Generation Core i7,1165G7,16 gigabytes,1000 gigabytes,Intel Iris Xe Graphics,14 inches,1920 x 1200 (WUXGA),Windows 11 Home,LG,14T90P-K.AAG9U1,2.76 pounds,3.8,6
1699,1699.99,Intel 11th Generation Core i7,1165G7,16 gigabytes,1000 gigabytes,Intel Iris Xe Graphics,14 inches,1920 x 1200 (WUXGA),Windows 11 Home,LG,14T90P-K.AAB9U1,2.76 pounds,3.8,6
1529,1799.99,Intel 11th Generation Core i7,1165G7,16 gigabytes,1000 gigabytes,Intel Iris Xe Graphics,16 inches,2560 x 1600,Windows 11 Home,LG,16T90P-K.AAB8U1,3.3 pounds,5,21
1529,1799.99,Intel 11th Generation Core i7,1165G7,16 gigabytes,1000 gigabytes,Intel Iris Xe Graphics,17 inches,2560 x 1600,Windows 11 Home,LG,17Z90P-K.AAB8U1,2.98 pounds,4.6,38
679,799.99,AMD Ryzen 5 4000 Series,4500U,8 gigabytes,256 gigabytes,AMD Radeon,13 inches,1920 x 1080 (Full HD),Windows 11 Home,LG,13U70P-G.ARW5U1,2.2 pounds,4.2,5
1199,1199.99,Intel 11th Generation Core i5,1135G7,8 gigabytes,256 gigabytes,Intel Iris Xe Graphics,14 inches,1920 x 1200 (WUXGA),Windows 11 Home,LG,14Z90P-K.AAW5U1,2.2 pounds,5,2
1274,1499.99,Intel 11th Generation Core i7,1165G7,16 gigabytes,512 gigabytes,NVIDIA GeForce GTX 1650 Ti,17 inches,2560 x 1600,Windows 11 Home,LG,17U70P-P.AAS8U1,4.3 pounds,5,3
1899,1899.99,Intel 11th Generation Core i7,1165G7,32 gigabytes,1000 gigabytes,Intel Iris Xe Graphics,15.6 inches,1920 x 1080 (Full HD),Windows 10 Home,LG,15Z90P-P.ADB9U1,2.47 pounds,3.7,3
1899,1899,Intel 11th Generation Core i7 Evo Platform,1165G7,16 gigabytes,2000 gigabytes,Intel Iris Xe Graphics,17 inches,2560 x 1600,Windows 10 Home,LG,17Z90P-K.AAS9U1,2.98 pounds,4,2
1949,1949.99,Intel 11th Generation Core i7 Evo Platform,1195G7,16 gigabytes,2000 gigabytes,Intel Iris Xe Graphics,17 inches,2560 x 1600,Windows 11 Home,LG,17Z95P-K.AAS9U1,2.98 pounds,4.9,10
1628,1849.99,Intel 11th Generation Core i7 Evo Platform,1195G7,16 gigabytes,1000 gigabytes,Intel Iris Xe Graphics,17 inches,2560 x 1600,Windows 11 Home,LG,17Z95P-K.AAB8U1,2.98 pounds,4.9,12
1899,1899.99,Intel 11th Generation Core i7,1195G7,32 gigabytes,1000 gigabytes,Intel Iris Xe Graphics,15.6 inches,1920 x 1080 (Full HD),Windows 11 Home,LG,15Z95P-P.ADB9U1,2.47 pounds,5,3
1749,1749.99,Intel 11th Generation Core i7 Evo Platform,1195G7,16 gigabytes,1000 gigabytes,Intel Iris Xe Graphics,16 inches,2560 x 1600,Windows 11 Home,LG,16Z90P-K.AAS9U1,2.62 pounds,4.5,4
1749,1749.99,Intel 11th Generation Core i7 Evo Platform,1195G7,16 gigabytes,1000 gigabytes,Intel Iris Xe Graphics,16 inches,2560 x 1600,Windows 11 Home,LG,16Z90P-K.AAB9U1,2.62 pounds,4.2,5
1199,1199.99,Intel 11th Generation Core i5 Evo Platform,1135G7,8 gigabytes,256 gigabytes,Intel Iris Xe Graphics,14 inches,1900 x 1200 (WUXGA),Windows 11 Home,LG,14Z90P-K.ARW5U1,2.2 pounds,4.5,2
1099,1099.99,Intel 11th Generation Core i5,1155G7,16 gigabytes,512 gigabytes,Intel Iris Xe Graphics,15.6 inches,1920 x 1080 (Full HD),Windows 11 Home,LG,15Z95P-K.AAB6U1,2.47 pounds,4.9,7
2799,2799,AMD Ryzen 7 Microsoft Surface Edition,3780U,32 gigabytes,1000 gigabytes,AMD Radeon RX Vega 11,15 inches,2496 x 1664,Windows 10 Home,Microsoft,VFP-00001,3.4 pounds,4.9,12
1444,1699.99,AMD Ryzen 5 Microsoft Surface Edition,3580UXX,16 gigabytes,256 gigabytes,AMD Radeon Vega 9,15 inches,2496 x 1664,Windows 10 Home,Microsoft,V9R-00022,3.4 pounds,4.6,60
1999,1999.99,Intel 10th Generation Core i7,1065G7,16 gigabytes,512 gigabytes,Intel Iris Plus Graphics,13.5 inches,2256 x 1504,Windows 10 Home,Microsoft,VGS-00001,2.76 pounds,4.5,80
1104,1299.99,Intel 10th Generation Core i5,1035G7,8 gigabytes,256 gigabytes,Intel Iris Plus Graphics,13.5 inches,2256 x 1504,Windows 10 Home,Microsoft,V4C-00001,2.76 pounds,4.6,1454
1274,1499.99,AMD Ryzen 5 Microsoft Surface Edition,3580UXX,8 gigabytes,256 gigabytes,AMD Radeon Vega 9,15 inches,2496 x 1664,Windows 10 Home,Microsoft,VGZ-00001,3.4 pounds,4.4,275
1599,1599.99,Intel 10th Generation Core i7,1065G7,16 gigabytes,256 gigabytes,Intel Iris Plus Graphics,13.5 inches,2256 x 1504,Windows 10 Home,Microsoft,VEF-00001,2.76 pounds,4.6,378
2079,2099.99,AMD Ryzen 7 Microsoft Surface Edition,3780U,16 gigabytes,512 gigabytes,AMD Radeon RX Vega 11,15 inches,2496 x 1664,Windows 10 Home,Microsoft,VFL-00001,3.4 pounds,4.4,63
1699,1999.99,Intel 10th Generation Core i7,1065G7,16 gigabytes,512 gigabytes,Intel Iris Plus Graphics,13.5 inches,2256 x 1504,Windows 10 Home,Microsoft,VGS-00022,2.89 pounds,4.5,80
1599,1599.99,Intel 10th Generation Core i7,1065G7,16 gigabytes,256 gigabytes,Intel Iris Plus Graphics,13.5 inches,2256 x 1504,Windows 10 Home,Microsoft,VEF-00064,2.89 pounds,4.6,378
2039,2399.99,Intel 10th Generation Core i7,1065G7,16 gigabytes,1000 gigabytes,Intel Iris Plus Graphics,13.5 inches,2256 x 1504,Windows 10 Home,Microsoft,VGL-00001,2.89 pounds,4.7,18
1444,1699.99,AMD Ryzen 5 Microsoft Surface Edition,3580UXX,16 gigabytes,256 gigabytes,AMD Radeon Vega 9,15 inches,2496 x 1664,Windows 10 Home,Microsoft,V9R-00001,3.4 pounds,4.6,60
1784,2099.99,AMD Ryzen 7 Microsoft Surface Edition,3780U,16 gigabytes,512 gigabytes,AMD Radeon RX Vega 11,15 inches,2496 x 1664,Windows 10 Home,Microsoft,VFL-00022,3.4 pounds,4.4,63
999,999,Intel 8th Generation Core i5,Not provided,8 gigabytes,128 gigabytes,Intel UHD Graphics 620,13.5 inches,2256 x 1504,Windows 10 Home,Microsoft,GSRF LQL-00001,2.76 pounds,4,3
1299,1299,Intel 8th Generation Core i5,Intel 8th Generation Core i5,8 gigabytes,256 gigabytes,,13.5 inches,2256 x 1504,Windows 10 Home,Microsoft,GSRF LQN-00038,,4.3,6
1599,1599,Intel 8th Generation Core i7,Intel 8th Generation Core i7,8 gigabytes,256 gigabytes,Intel UHD Graphics 620,13.5 inches,2256 x 1504,Windows 10 Home,Microsoft,GSRF DAJ-00092,,,
2999,2999.99,Intel 10th Generation Core i7,1065G7,32 gigabytes,1000 gigabytes,NVIDIA GeForce GTX 1660 Ti Max-Q,15 inches,3240 x 2160,Windows 10 Home,Microsoft,SMV-00001,4.2 pounds,4.5,27
2699,2699.99,Intel 10th Generation Core i7,1065G7,32 gigabytes,1000 gigabytes,NVIDIA GeForce GTX 1650 Max-Q,13.5 inches,3000 x 2000,Windows 10 Home,Microsoft,SLS-00001,3.62 pounds,4.6,28
1912,2499,Intel 8th Generation Core i7,8650U,16 gigabytes,512 gigabytes,NVIDIA GeForce GTX 1050,13.5 inches,3000 x 2000,Windows 10 Pro,Microsoft,GSRF HNL-00001,3.62 pounds,,
399,549.99,Intel 10th Generation Core i5,1035G1,4 gigabytes,64 gigabytes,Intel UHD Graphics,12.4 inches,1536 x 1024,Windows 10 Home in S mode,Microsoft,1ZO-00001,2.45 pounds,4.3,339
599,899.99,Intel 10th Generation Core i5,1035G1,8 gigabytes,256 gigabytes,Intel UHD Graphics,12.4 inches,1536 x 1024,Windows 10 Home in S mode,Microsoft,THJ-00001,2.45 pounds,4.5,387
599,899.99,Intel 10th Generation Core i5,1035G1,8 gigabytes,256 gigabytes,Intel UHD Graphics,12.4 inches,1536 x 1024,Windows 10 Home in S mode,Microsoft,THJ-00035,2.45 pounds,4.5,387
549,699.99,Intel 10th Generation Core i5,1035G1,8 gigabytes,128 gigabytes,Intel UHD Graphics,12.4 inches,1536 x 1024,Windows 10 Home in S mode,Microsoft,THH-00001,2.45 pounds,4.6,2080
549,699.99,Intel 10th Generation Core i5,1035G1,8 gigabytes,128 gigabytes,Intel UHD Graphics,12.4 inches,1536 x 1024,Windows 10 Home in S mode,Microsoft,THH-00035,2.45 pounds,4.6,2080
549,699.99,Intel 10th Generation Core i5,1035G1,8 gigabytes,128 gigabytes,Intel UHD Graphics,12.4 inches,1536 x 1024,Windows 10 Home in S mode,Microsoft,THH-00024,2.45 pounds,4.6,2080
599,899.99,Intel 10th Generation Core i5,1035G1,8 gigabytes,256 gigabytes,Intel UHD Graphics,12.4 inches,1536 x 1024,Windows 10 Home in S mode,Microsoft,THJ-00024,2.45 pounds,4.5,387
2399,2399.99,Intel 11th Generation Core i7,1185G7,32 gigabytes,1000 gigabytes,Intel Iris Xe Graphics,15 inches,2496 x 1664,Windows 10 Home,Microsoft,5IV-00001,3.4 pounds,4.3,3
999,999.99,AMD Ryzen 5 Microsoft Surface Edition,4680U,8 gigabytes,256 gigabytes,AMD Radeon Vega 9,13.5 inches,2256 x 1504,Windows 10 Home,Microsoft,5PB-00001,2.79 pounds,4.5,123
1299,1299.99,Intel 11th Generation Core i5,1135G7,8 gigabytes,512 gigabytes,Intel Iris Xe Graphics,13.5 inches,2256 x 1504,Windows 10 Home,Microsoft,5BT-00058,2.84 pounds,4.7,311
1499,1499.99,AMD Ryzen 7 Microsoft Surface Edition,4980U,8 gigabytes,512 gigabytes,AMD Radeon RX Vega 11,15 inches,2496 x 1664,Windows 10 Home,Microsoft,5W6-00024,3.4 pounds,4.7,144
1699,1699.99,Intel 11th Generation Core i7,1185G7,16 gigabytes,512 gigabytes,Intel Iris Xe Graphics,13.5 inches,2256 x 1504,Windows 10 Home,Microsoft,5EB-00058,2.84 pounds,4.6,125
1049,1299.99,AMD Ryzen 7 Microsoft Surface Edition,4980U,8 gigabytes,256 gigabytes,AMD Radeon RX Vega 11,15 inches,2496 x 1664,Windows 10 Home,Microsoft,5UI-00001,3.4 pounds,4.6,112
1699,1699.99,Intel 11th Generation Core i7,1185G7,16 gigabytes,512 gigabytes,Intel Iris Xe Graphics,13.5 inches,2256 x 1504,Windows 10 Home,Microsoft,5EB-00001,2.84 pounds,4.6,125
1799,1799.99,Intel 11th Generation Core i7,1185G7,16 gigabytes,512 gigabytes,Intel Iris Xe Graphics,15 inches,2496 x 1664,Windows 10 Home,Microsoft,5IM-00024,3.4 pounds,4.6,74
1299,1299.99,Intel 11th Generation Core i5,1135G7,8 gigabytes,512 gigabytes,Intel Iris Xe Graphics,13.5 inches,2256 x 1504,Windows 10 Home,Microsoft,5BT-00035,2.79 pounds,4.7,311
1799,1799.99,Intel 11th Generation Core i7,1185G7,16 gigabytes,512 gigabytes,Intel Iris Xe Graphics,15 inches,2496 x 1664,Windows 10 Home,Microsoft,5IM-00001,3.4 pounds,4.6,74
1699,1699.99,Intel 11th Generation Core i7,1185G7,16 gigabytes,512 gigabytes,Intel Iris Xe Graphics,13.5 inches,2256 x 1504,Windows 10 Home,Microsoft,5EB-00024,2.79 pounds,4.6,125
2299,2299.99,Intel 11th Generation Core i7,1185G7,32 gigabytes,1000 gigabytes,Intel Iris Xe Graphics,13.5 inches,2256 x 1504,Windows 10 Home,Microsoft,5GB-00001,2.84 pounds,3.8,8
1499,1499.99,AMD Ryzen 7 Microsoft Surface Edition,4980U,8 gigabytes,512 gigabytes,AMD Radeon RX Vega 11,15 inches,2496 x 1664,Windows 10 Home,Microsoft,5W6-00001,3.4 pounds,4.7,144
1299,1299.99,Intel 11th Generation Core i5,1135G7,8 gigabytes,512 gigabytes,Intel Iris Xe Graphics,13.5 inches,2256 x 1504,Windows 10 Home,Microsoft,5BT-00024,2.79 pounds,4.7,311
1699,1699.99,Intel 11th Generation Core i7,1185G7,16 gigabytes,512 gigabytes,Intel Iris Xe Graphics,13.5 inches,2256 x 1504,Windows 10 Home,Microsoft,5EB-00035,2.79 pounds,4.6,125
1299,1299.99,Intel 11th Generation Core i5,1135G7,8 gigabytes,512 gigabytes,Intel Iris Xe Graphics,13.5 inches,2256 x 1504,Windows 10 Home,Microsoft,5BT-00001,2.84 pounds,4.7,311
1499,1499.99,Intel 11th Generation Core i5,1135G7,16 gigabytes,512 gigabytes,Intel Iris Xe Graphics,13.5 inches,2256 x 1504,Windows 10 Home,Microsoft,5AI-00058,2.84 pounds,4.5,14
1499,1499.99,Intel 11th Generation Core i5,1135G7,16 gigabytes,512 gigabytes,Intel Iris Xe Graphics,13.5 inches,2256 x 1504,Windows 10 Home,Microsoft,5AI-00047,2.79 pounds,4.5,14
1499,1499.99,Intel 11th Generation Core i5,1135G7,16 gigabytes,512 gigabytes,Intel Iris Xe Graphics,13.5 inches,2256 x 1504,Windows 10 Home,Microsoft,5AI-00024,2.79 pounds,4.5,14
1499,1499.99,Intel 11th Generation Core i5,1135G7,16 gigabytes,512 gigabytes,Intel Iris Xe Graphics,13.5 inches,2256 x 1504,Windows 10 Home,Microsoft,5AI-00001,2.84 pounds,4.5,14
699,899.99,AMD Ryzen 5 Microsoft Surface Edition,4680U,8 gigabytes,128 gigabytes,AMD Radeon Vega 9,13.5 inches,2256 x 1504,Windows 10 Home,Microsoft,5M8-00001/5M8-00022,2.79 pounds,4.7,96
1899,2099.99,Intel 11th Generation Core i7,11370H,16 gigabytes,512 gigabytes,NVIDIA GeForce RTX 3050 Ti,14.4 inches,2400 x 1600,Windows 11 Home,Microsoft,A1Y-00001,4 pounds,4.7,190
2499,2699.99,Intel 11th Generation Core i7,11370H,32 gigabytes,1000 gigabytes,NVIDIA GeForce RTX 3050 Ti,14.4 inches,2400 x 1600,Windows 11 Home,Microsoft,ABY-00001,4 pounds,4.8,45
1499,1799.99,Intel 11th Generation Core i5,H35 i5-11300H,16 gigabytes,512 gigabytes,Intel Iris Xe Graphics,14.4 inches,2400 x 1600,Windows 11 Home,Microsoft,9WI-00001,3.83 pounds,4.5,35
1399,1599.99,Intel 11th Generation Core i5,H35 i5-11300H,16 gigabytes,256 gigabytes,Intel Iris Xe Graphics,14.4 inches,2400 x 1600,Windows 11 Home,Microsoft,THR-00001,3.83 pounds,4.7,96
2899,3099.99,Intel 11th Generation Core i7,H35 i5-11370H,32 gigabytes,2000 gigabytes,NVIDIA GeForce RTX 3050 Ti,14.4 inches,2400 x 1600,Windows 11 Home,Microsoft,AI2-00001,4 pounds,4.4,24
1199,1199.99,AMD Ryzen 5 Microsoft Surface Edition,4680U,16 gigabytes,256 gigabytes,AMD Radeon Vega 9,13.5 inches,2256 x 1504,Windows 10 Home,Microsoft,7IP-00051/7IP-00124,2.79 pounds,4.8,54
1199,1199.99,AMD Ryzen 5 Microsoft Surface Edition,4680U,16 gigabytes,256 gigabytes,AMD Radeon Vega 9,13.5 inches,2256 x 1504,Windows 10 Home,Microsoft,7IP-00062/7IP-00135,2.79 pounds,4.8,54
1199,1199.99,AMD Ryzen 5 Microsoft Surface Edition,4680U,16 gigabytes,256 gigabytes,AMD Radeon Vega 9,13.5 inches,2256 x 1504,Windows 10 Home,Microsoft,7IP-00026/7IP-00099,2.79 pounds,4.8,54
1655,2299.99,Intel 9th Generation Core i7,i7-9750H,16 gigabytes,1000 gigabytes,NVIDIA GeForce RTX 2070 Max-Q,17.3 inches,1920 x 1080 (Full HD),Windows 10 Home,MSI,GSRF GS75 STEALTH-243,4.96 pounds,,
1079,1199.99,Intel 11th Generation Core i7 Evo Platform,1185G7,16 gigabytes,1000 gigabytes,Intel Iris Xe Graphics,14 inches,1920 x 1080 (Full HD),Windows 11 Home,MSI,Prestige14EVO012,2.84 pounds,4.4,68
659,659.99,Intel 11th Generation Core i7,1165G7,16 gigabytes,512 gigabytes,Intel Iris Xe Graphics,15.6 inches,1920 x 1080 (Full HD),Windows 11 Home,MSI,Modern15A004,3.53 pounds,4.4,67
552,649.99,Intel 10th Generation Core i5,10210U,8 gigabytes,512 gigabytes,Intel UHD Graphics,15.6 inches,1920 x 1080 (Full HD),Windows 11 Home,MSI,Modern15455,3.53 pounds,4.6,335
549,549.99,Intel 10th Generation Core i5,10210U,8 gigabytes,512 gigabytes,Intel UHD Graphics,15.6 inches,1920 x 1080 (Full HD),Windows 11 Home,MSI,Modern15449,3.53 pounds,4.8,12
899,899.99,Intel 10th Generation Core i7,10510U,16 gigabytes,512 gigabytes,Other,15.6 inches,1920 x 1080 (Full HD),Windows 11 Home,MSI,Modern15450,3.53 pounds,4.1,13
1599,1599.99,Intel 11th Generation Core i7,1185G7,16 gigabytes,512 gigabytes,Intel Iris Xe Graphics,13.4 inches,1920 x 1080 (Full HD),Windows 10,MSI,SUMMITE13022,4.35 pounds,4.7,3
1599,1599.99,Intel 11th Generation Core i7,1185G7,16 gigabytes,512 gigabytes,Intel Iris Xe Graphics,13.4 inches,1920 x 1080 (Full HD),Windows 10,MSI,SUMMITE13023,4.35 pounds,4.7,3
899,899.99,Intel 11th Generation Core i7,i7-1165G7,8 gigabytes,512 gigabytes,Other,14 inches,1920 x 1080 (Full HD),Windows 10 Home,MSI,MODERN14B494,2.62 pounds,,
1851,1999.99,Intel 11th Generation Core i7,11800H,16 gigabytes,1000 gigabytes,Other,15.6 inches,1920 x 1080 (Full HD),Windows 10 Pro,MSI,WF66267,4.63 pounds,,
1499,1499.99,Intel 11th Generation Core i7,i7-11800H,16 gigabytes,512 gigabytes,Other,15.6 inches,1920 x 1080 (Full HD),Windows 10 Pro,MSI,WF66268,4.63 pounds,,
1499,1499.99,Intel 11th Generation Core i5,1135G7,16 gigabytes,512 gigabytes,Other,13.4 inches,1920 x 1200 (WUXGA),Windows 10 Home,MSI,SUMMITE13095,2.98 pounds,,
2799,2799.99,Intel 11th Generation Core i7,11800H,16 gigabytes,1000 gigabytes,NVIDIA GeForce RTX 3070,17.3 inches,3840 x 2160 (4K),Windows 10 Pro,MSI,CREATOR1711239,5.4 pounds,,
3499,3499.99,Intel 11th Generation Core i7,11800H,32 gigabytes,1000 gigabytes,NVIDIA GeForce RTX 3080,17.3 inches,3840 x 2160 (4K),Windows 10 Pro,MSI,CREATOR1711238,5.4 pounds,,
2209,2299.99,Intel 11th Generation Core i7,i7-1195G7,32 gigabytes,2000 gigabytes,Other,16 inches,2560 x 1600,Windows 10 Pro,MSI,SUMMITE16026,4.19 pounds,5,2
1699,1699.99,Intel 11th Generation Core i7,1195G7,16 gigabytes,512 gigabytes,Other,16 inches,2560 x 1600,Windows 10 Pro,MSI,SUMMITE16EVO021,4.19 pounds,,
1851,1999.99,Intel 11th Generation Core i7,i7-1195G7,16 gigabytes,1000 gigabytes,Other,16 inches,2560 x 1600,Windows 10 Pro,MSI,SUMMITE16019,4.19 pounds,5,2
1388,1499.99,Intel 11th Generation Core i5,1155G7,16 gigabytes,512 gigabytes,Other,16 inches,2560 x 1600,Windows 10 Pro,MSI,SUMMITE16EVO027,4.19 pounds,,
1999,1999.99,Intel 11th Generation Core i7,11th Gen intel Core i7-1195G7,32 gigabytes,1000 gigabytes,NVIDIA GeForce RTX 3050,16 inches,2560 x 1600,Windows 10 Home,MSI,SUMMITE16015,4.19 pounds,4.6,8
1799,1799.99,Intel 11th Generation Core i7,11800H,32 gigabytes,1000 gigabytes,Other,16 inches,2560 x 1600,Windows 10 Pro,MSI,CREATORM16670,4.97 pounds,3.7,3
2349,2349.99,Intel 11th Generation Core i7,11800H,16 gigabytes,512 gigabytes,NVIDIA GeForce RTX 3060,17.3 inches,3840 x 2160 (4K),Windows 10 Home,MSI,CREATOR1711471,5.4 pounds,3,1
2999,2999.99,Intel 11th Generation Core i9,11900H,32 gigabytes,2000 gigabytes,NVIDIA GeForce RTX 3060,16 inches,2560 x 1600,Windows 10 Pro,MSI,CreatorZ16254,5.07 pounds,4.5,2
849,849.99,Intel 11th Generation Core i5,1155G7,8 gigabytes,512 gigabytes,Other,15.6 inches,1920 x 1080 (Full HD),Windows 10 Home,MSI,MODERN15A654,3.53 pounds,,
1483,1599.99,Intel 11th Generation Core i7,1195G7,16 gigabytes,512 gigabytes,Other,13.4 inches,1920 x 1200 (WUXGA),Windows 10 Home,MSI,SUMMITE13223,2.98 pounds,,
1499,1499,Intel 11th Generation Core i5,1155G7,16 gigabytes,512 gigabytes,Other,13.4 inches,1920 x 1200 (WUXGA),Windows 10 Home,MSI,SUMMITE13235,2.98 pounds,,
648,699,AMD Ryzen 5 5000 Series,5500U,8 gigabytes,256 gigabytes,Other,14 inches,1920 x 1080 (Full HD),Windows 10 Home,MSI,MODERN14R053,2.87 pounds,5,1
1483,1599,Intel 11th Generation Core i7,11800H,16 gigabytes,512 gigabytes,Other,16 inches,2560 x 1600,Windows 10 Pro,MSI,CREATORM16671,4.97 pounds,2.5,2
2550,2749,Intel 11th Generation Core i7,11800H,16 gigabytes,1000 gigabytes,NVIDIA GeForce RTX 3070,17.3 inches,3840 x 2160 (4K),Windows 10 Pro,MSI,CREATOR1711494,5.4 pounds,5,1
1349,1349,Intel 11th Generation Core i5,1155G7,16 gigabytes,512 gigabytes,Other,15.6 inches,1920 x 1080 (Full HD),Windows 10 Pro,MSI,PRESTIGE15A048,3.64 pounds,,
